dataset,table,target,feature,current_group,semantic_domain,causal_role,statistical_family,method,score,n,levels
mg_az91_inhibitors,Features,IE,Mor08u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3417320445425025,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,DLS_05,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3403534202768288,60,3
mg_az91_inhibitors,Features,IE,Mor11s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3402622703465704,68,68
mg_az91_inhibitors,Features,IE,Mor28v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3401286545105766,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig05_AEA(dm),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.339839057368809,60,48
steel_mortar_corrosion,01_Carbonation,Electrical Resistivity of mortar,Porosity of mortar,material,material,base_material_condition,bounded_0_1,abs_spearman,0.33954595252478936,180,30
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SM3_B(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3395400544880369,60,53
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,EE_B(m),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33884504224099604,60,54
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor15v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33867337350143134,60,58
mg_az91_inhibitors,Features,IE,ATSC2v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33858605925821594,68,63
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% P",material,material,base_material_condition,composition_component,abs_spearman,0.33829125234232016,65,14
steel_mortar_corrosion,02_Chloride,Electrical Resistivity of mortar,Relative Humidity of Environment,environment,environment,exposure_context,low_cardinality_numeric,abs_spearman,0.33828156979650637,95,6
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,H3s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3376219201994606,60,60
mg_az91_inhibitors,Features,IE,TDB02r,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3375708656501233,68,68
steel_mortar_corrosion,01_Carbonation,Chloride-to-hydroxide concentration ratio,Fly Ash Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.33746112884289836,180,7
nace_nist_corr_data,CORR-DATA_Database,Rate (mils/yr) or Rating,Material Family,material,material,base_material_condition,high_cardinality_categorical,eta_squared,0.3370631892489066,24260,70
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E3i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33672658360522134,60,43
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB04p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3363436808308042,60,60
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB05v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33589006075470207,60,55
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,VE1_B(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3356999949607418,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,C-002,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3355788344218289,60,4
steel_mortar_corrosion,01_Carbonation,Electrical Resistivity of mortar,Fly Ash Proportion,material,material,base_material_condition,composition_component,abs_spearman,0.3354493974392275,180,7
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Avg.","Composition, wt.% Ni",material,material,base_material_condition,composition_component,abs_spearman,0.3353190305530786,738,184
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_03_AA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3352463212767674,60,7
mg_az91_inhibitors,Features,IE,Mor28i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3349176369068172,68,68
steel_mortar_corrosion,01_Carbonation,Corrosion Potential of Steel vs Cu/CuSO4,Porosity of mortar,material,material,base_material_condition,bounded_0_1,abs_spearman,0.33406734029403146,180,30
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor06p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3338381597997494,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MPC04,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3336628880068018,60,26
mpea_corrosion,Sheet1,Calculated passive window,Ti,material,material,base_material_condition,composition_component,abs_spearman,0.33290561332693647,352,55
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,CATS2D_04_DA,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33230700894242443,60,7
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig05_AEA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33210993901963803,60,41
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Max","Composition, wt.% Ce",material,material,base_material_condition,composition_component,abs_spearman,0.3319745609736593,73,8
mg_az91_inhibitors,Features,IE,B02[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3315509025769817,68,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MPC06,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33144416016582856,60,17
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMAD_EA(ri),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33131391729657633,60,54
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Psi_i_t,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33089234058541933,60,31
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,AVS_B(e),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3306698186081998,60,50
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor27m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.33057759404023046,60,57
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),Zr,material,material,base_material_condition,composition_component,abs_spearman,0.3303301991979896,335,18
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Dp,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3298822966642744,60,49
mpea_corrosion,Sheet1,Calculated passive window,Cu,material,material,base_material_condition,composition_component,abs_spearman,0.32972039654120894,352,45
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS2m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32956740612561314,60,51
electrochemical_metrics_alloys,Pitting Temp,"Tpit, oC Avg.","Composition, wt.% W",material,material,base_material_condition,composition_component,abs_spearman,0.32929422537759057,105,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,MLOGP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3281178353438108,60,53
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,H_Dz(i),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32747457395098395,60,58
nace_nist_corr_data,CORR-DATA_Database,Rate (mm/yr) or Rating,Material Family,material,material,base_material_condition,high_cardinality_categorical,eta_squared,0.32708291917140797,24243,69
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig11_AEA(ri),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3269072592742841,60,17
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMAD_EA(ed),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3267787680004967,60,48
mg_az91_inhibitors,Features,IE,Mor28p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32636622340321214,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig11_AEA(ed),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32630758177102437,60,16
mg_az91_inhibitors,Features,IE,O%,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32611962002343103,68,35
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor26u,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32596884686404487,60,55
mg_az91_inhibitors,Features,IE,TDB03s,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.325908111965519,68,68
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB06e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32525250670661887,60,51
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor15i,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3252052861000713,60,59
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GGI2,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3247747168532,60,13
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMax2_Bh(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3246839152827241,60,36
mg_az91_inhibitors,Features,IE,F02[O-O],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32442808776724774,68,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GATS2v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3243382202498576,60,53
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion potential (mV vs. SCE),Si,material,material,base_material_condition,composition_component,abs_spearman,0.3241396438360123,81,2
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,X3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3237954971892153,60,47
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Corrosion potential (mV vs. SCE),AM process,intervention,process,process_or_history_condition,categorical_nominal,eta_squared,0.32330131128704415,56,11
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,TDB05e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3232180076279287,60,58
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,X4sol,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32297793257057167,60,47
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,GGI3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32296665596953805,60,24
mooring_steel_seawater,OCP_R4_S31_Omax,ocp_V,days,history,history,process_or_history_condition,time_or_rate_condition,abs_spearman,0.3228568750196225,62,21
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,ZM2Mad,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3227411043361833,60,57
mg_az91_inhibitors,Features,IE,Me,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3226055992421879,68,54
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Mor26p,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3224672419614599,60,55
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,SpMAD_EA(bo),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3222995804634569,60,49
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E3e,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32197564531340367,60,46
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,Eig03_AEA(ed),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32150105245142563,60,44
mg_az91_inhibitors,Features,IE,CATS3D_02_AP,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32134416213365946,68,3
mg_az91_inhibitors,Features,IE,O-058,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32129955326157744,68,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,F02[C-N],intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3212132649646038,60,6
mg_az91_inhibitors,Features,IE,Mor04m,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32105976591660007,68,68
electrochemical_metrics_alloys,"HEAs_Ecorr, icorr, ipass, Rate","ECORR, mV (SCE) Avg.",Microstructures,history,history,process_or_history_condition,categorical_nominal,eta_squared,0.3210024058993222,37,7
am_mpea_corrosion,AM_MPEA_corrosion_database_V3,Pitting potential (mV vs. SCE),Phases present,material,material,base_material_condition,categorical_nominal,eta_squared,0.32082988294713677,48,5
mpea_corrosion,Sheet1,Pitting potential (mV vs SCE),FCC,material,material,base_material_condition,bounded_0_1,abs_spearman,0.32079414741195145,323,2
steel_mortar_corrosion,01_Carbonation,Electrical Resistivity of mortar,pH value of Pore Solution of mortar,environment,environment,exposure_context,pH_bounded,abs_spearman,0.3204856740438162,180,30
mg_az91_inhibitors,Features,IE,nCsp3,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.32007924805958754,68,9
electrochemical_metrics_alloys,Pitting Potential,"Epit, mV (SCE) Max","Composition, wt.% Gd",material,material,base_material_condition,composition_component,abs_spearman,0.31984333390932357,73,5
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,AVS_B(s),intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.31949308036680824,60,52
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,E3v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3193348630625973,60,46
mg_ze41_inhibitors,ze41_mol_desc_db_red,inhibition efficiency ZE41 / %,R4s+,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.31907798834863443,60,59
mg_az91_inhibitors,Features,IE,MATS1v,intervention,molecular_descriptor,intervention_agent_descriptor,dense_molecular_descriptor,abs_spearman,0.3190106192703703,68,58
